"cod_proposta","cod_cliente","data_nascimento","endereco","cod_colaborador","valor_financiamento","status_proposta"
642,643,"1961-04-26",Ladeira de Ferreira Nova Pampulha 71101341 Azevedo do Oeste / AP,56,145557.8,Aprovada
642,643,"1961-04-26",Ladeira de Ferreira Nova Pampulha 71101341 Azevedo do Oeste / AP,56,145557.8,Aprovada
668,544,"1971-10-29",Largo Yuri Melo Nova Cintra 53237-146 Araújo / MT,56,88117.9,Aprovada
668,544,"1971-10-29",Largo Yuri Melo Nova Cintra 53237-146 Araújo / MT,56,88117.9,Aprovada
668,544,"1971-10-29",Largo Yuri Melo Nova Cintra 53237-146 Araújo / MT,56,88117.9,Aprovada
992,704,"1954-02-27","Loteamento da Costa, 10 Jonas Veiga 66521-003 Ribeiro de Ramos / CE",56,123319.05,Aprovada
992,704,"1954-02-27","Loteamento da Costa, 10 Jonas Veiga 66521-003 Ribeiro de Ramos / CE",56,123319.05,Aprovada
992,704,"1954-02-27","Loteamento da Costa, 10 Jonas Veiga 66521-003 Ribeiro de Ramos / CE",56,123319.05,Aprovada
1561,169,"1998-11-18","Ladeira da Mata, 4 Colégio Batista 47750235 Barbosa / AC",56,243971.5,Aprovada
1561,169,"1998-11-18","Ladeira da Mata, 4 Colégio Batista 47750235 Barbosa / AC",56,243971.5,Aprovada
1561,169,"1998-11-18","Ladeira da Mata, 4 Colégio Batista 47750235 Barbosa / AC",56,243971.5,Aprovada
1442,335,"2002-11-19",Colônia de Peixoto Carlos Prates 71637-087 Jesus dos Dourados / PE,57,27079.22,Aprovada
1442,335,"2002-11-19",Colônia de Peixoto Carlos Prates 71637-087 Jesus dos Dourados / PE,57,27079.22,Aprovada
1442,335,"2002-11-19",Colônia de Peixoto Carlos Prates 71637-087 Jesus dos Dourados / PE,57,27079.22,Aprovada
1495,995,"1987-01-11","Vila Maria Cecília da Luz, 90 Santa Isabel 65394776 da Conceição / SP",57,234745.56,Aprovada
1495,995,"1987-01-11","Vila Maria Cecília da Luz, 90 Santa Isabel 65394776 da Conceição / SP",57,234745.56,Aprovada
1495,995,"1987-01-11","Vila Maria Cecília da Luz, 90 Santa Isabel 65394776 da Conceição / SP",57,234745.56,Aprovada
1594,922,"1965-09-27","Núcleo Evelyn Porto, 68 Minas Brasil 40353-580 Santos Alegre / RR",57,15517.87,Aprovada
1594,922,"1965-09-27","Núcleo Evelyn Porto, 68 Minas Brasil 40353-580 Santos Alegre / RR",57,15517.87,Aprovada
1594,922,"1965-09-27","Núcleo Evelyn Porto, 68 Minas Brasil 40353-580 Santos Alegre / RR",57,15517.87,Aprovada
263,29,"1969-05-25","Área Cardoso, 155 Betânia 18705056 Freitas / PA",58,133189.11,Aprovada
263,29,"1969-05-25","Área Cardoso, 155 Betânia 18705056 Freitas / PA",58,133189.11,Aprovada
263,29,"1969-05-25","Área Cardoso, 155 Betânia 18705056 Freitas / PA",58,133189.11,Aprovada
408,741,"1955-11-13",Favela Luiz Otávio Santos Tupi B 43588859 Rezende da Mata / SC,58,2317.75,Aprovada
408,741,"1955-11-13",Favela Luiz Otávio Santos Tupi B 43588859 Rezende da Mata / SC,58,2317.75,Aprovada
408,741,"1955-11-13",Favela Luiz Otávio Santos Tupi B 43588859 Rezende da Mata / SC,58,2317.75,Aprovada
1965,403,"1961-11-13","Loteamento de Almeida, 8 Barão Homem De Melo 1ª Seção 04842-530 Peixoto de Minas / DF",58,201644.56,Aprovada
1965,403,"1961-11-13","Loteamento de Almeida, 8 Barão Homem De Melo 1ª Seção 04842-530 Peixoto de Minas / DF",58,201644.56,Aprovada
1965,403,"1961-11-13","Loteamento de Almeida, 8 Barão Homem De Melo 1ª Seção 04842-530 Peixoto de Minas / DF",58,201644.56,Aprovada
981,33,"1985-07-25","Feira Moraes, 72 Piraja 92690-290 da Luz Grande / AC",59,221718.33,Aprovada
981,33,"1985-07-25","Feira Moraes, 72 Piraja 92690-290 da Luz Grande / AC",59,221718.33,Aprovada
981,33,"1985-07-25","Feira Moraes, 72 Piraja 92690-290 da Luz Grande / AC",59,221718.33,Aprovada
1492,833,"1973-09-22","Chácara de Caldeira, 93 Vila Jardim Alvorada 53433330 Moura / AL",59,248966.66,Aprovada
1492,833,"1973-09-22","Chácara de Caldeira, 93 Vila Jardim Alvorada 53433330 Moura / AL",59,248966.66,Aprovada
1492,833,"1973-09-22","Chácara de Caldeira, 93 Vila Jardim Alvorada 53433330 Moura / AL",59,248966.66,Aprovada
1551,338,"1967-01-03","Viela de da Rosa, 86 Santa Amelia 78590-222 Vieira / RR",59,9370.72,Aprovada
1551,338,"1967-01-03","Viela de da Rosa, 86 Santa Amelia 78590-222 Vieira / RR",59,9370.72,Aprovada
1551,338,"1967-01-03","Viela de da Rosa, 86 Santa Amelia 78590-222 Vieira / RR",59,9370.72,Aprovada
1636,415,"1994-08-11","Vereda de Campos, 31 Vila Sumaré 70152449 Vieira do Campo / SE",59,43099.78,Aprovada
1636,415,"1994-08-11","Vereda de Campos, 31 Vila Sumaré 70152449 Vieira do Campo / SE",59,43099.78,Aprovada
1636,415,"1994-08-11","Vereda de Campos, 31 Vila Sumaré 70152449 Vieira do Campo / SE",59,43099.78,Aprovada
2000,629,"1943-02-09","Conjunto Sales, 85 Santo Agostinho 25555778 Alves / AC",59,110099.09,Aprovada
2000,629,"1943-02-09","Conjunto Sales, 85 Santo Agostinho 25555778 Alves / AC",59,110099.09,Aprovada
2000,629,"1943-02-09","Conjunto Sales, 85 Santo Agostinho 25555778 Alves / AC",59,110099.09,Aprovada
545,2,"1979-10-27","Sítio Melo, 939 Túnel De Ibirité 71965-934 da Mota / TO",60,136195.78,Aprovada
545,2,"1979-10-27","Sítio Melo, 939 Túnel De Ibirité 71965-934 da Mota / TO",60,136195.78,Aprovada
545,2,"1979-10-27","Sítio Melo, 939 Túnel De Ibirité 71965-934 da Mota / TO",60,136195.78,Aprovada
1363,470,"1955-02-24","Largo Enrico Moreira, 82 Nossa Senhora Do Rosário 07570669 da Mata / RS",60,225168.8,Aprovada
1363,470,"1955-02-24","Largo Enrico Moreira, 82 Nossa Senhora Do Rosário 07570669 da Mata / RS",60,225168.8,Aprovada
1363,470,"1955-02-24","Largo Enrico Moreira, 82 Nossa Senhora Do Rosário 07570669 da Mata / RS",60,225168.8,Aprovada
348,62,"1957-02-18","Campo João Felipe Nascimento, 2 São Bernardo 72648321 Pires Alegre / MG",61,215036.9,Aprovada
348,62,"1957-02-18","Campo João Felipe Nascimento, 2 São Bernardo 72648321 Pires Alegre / MG",61,215036.9,Aprovada
348,62,"1957-02-18","Campo João Felipe Nascimento, 2 São Bernardo 72648321 Pires Alegre / MG",61,215036.9,Aprovada
461,478,"1944-10-03",Passarela Pires Vila Batik 77077-693 Novaes das Flores / GO,61,170674.98,Aprovada
461,478,"1944-10-03",Passarela Pires Vila Batik 77077-693 Novaes das Flores / GO,61,170674.98,Aprovada
461,478,"1944-10-03",Passarela Pires Vila Batik 77077-693 Novaes das Flores / GO,61,170674.98,Aprovada
711,713,"1953-02-03","Fazenda de Caldeira, 46 Outro 76868-632 Vieira de Minas / SP",61,122856.12,Aprovada
711,713,"1953-02-03","Fazenda de Caldeira, 46 Outro 76868-632 Vieira de Minas / SP",61,122856.12,Aprovada
711,713,"1953-02-03","Fazenda de Caldeira, 46 Outro 76868-632 Vieira de Minas / SP",61,122856.12,Aprovada
930,191,"1987-06-17","Favela Ribeiro, 419 Vila Suzana Segunda Seção 40372-350 Porto / MT",61,123815.11,Aprovada
930,191,"1987-06-17","Favela Ribeiro, 419 Vila Suzana Segunda Seção 40372-350 Porto / MT",61,123815.11,Aprovada
930,191,"1987-06-17","Favela Ribeiro, 419 Vila Suzana Segunda Seção 40372-350 Porto / MT",61,123815.11,Aprovada
1376,257,"1945-05-14","Trevo Ana Julia Castro, 3 Alto Barroca 95616-181 da Cunha do Galho / TO",61,2396.47,Aprovada
1376,257,"1945-05-14","Trevo Ana Julia Castro, 3 Alto Barroca 95616-181 da Cunha do Galho / TO",61,2396.47,Aprovada
1376,257,"1945-05-14","Trevo Ana Julia Castro, 3 Alto Barroca 95616-181 da Cunha do Galho / TO",61,2396.47,Aprovada
236,918,"2003-07-15",Setor Fogaça Mirante 97926-776 da Paz do Galho / MS,62,5696.24,Aprovada
236,918,"2003-07-15",Setor Fogaça Mirante 97926-776 da Paz do Galho / MS,62,5696.24,Aprovada
236,918,"2003-07-15",Setor Fogaça Mirante 97926-776 da Paz do Galho / MS,62,5696.24,Aprovada
368,999,"1972-03-02","Quadra Novaes, 72 Caiçara - Adelaide 53166402 Gonçalves / SE",62,94803.78,Aprovada
368,999,"1972-03-02","Quadra Novaes, 72 Caiçara - Adelaide 53166402 Gonçalves / SE",62,94803.78,Aprovada
368,999,"1972-03-02","Quadra Novaes, 72 Caiçara - Adelaide 53166402 Gonçalves / SE",62,94803.78,Aprovada
819,101,"1974-09-06",Estação de Vieira Barão Homem De Melo 1ª Seção 55506-524 Barbosa de Viana / PE,62,14647.86,Aprovada
819,101,"1974-09-06",Estação de Vieira Barão Homem De Melo 1ª Seção 55506-524 Barbosa de Viana / PE,62,14647.86,Aprovada
819,101,"1974-09-06",Estação de Vieira Barão Homem De Melo 1ª Seção 55506-524 Barbosa de Viana / PE,62,14647.86,Aprovada
1133,429,"1972-08-13","Praça de Ferreira, 33 Padre Eustáquio 47737-733 Gomes de Goiás / MA",62,125287.26,Aprovada
1133,429,"1972-08-13","Praça de Ferreira, 33 Padre Eustáquio 47737-733 Gomes de Goiás / MA",62,125287.26,Aprovada
1133,429,"1972-08-13","Praça de Ferreira, 33 Padre Eustáquio 47737-733 Gomes de Goiás / MA",62,125287.26,Aprovada
1909,247,"1997-11-22","Aeroporto Lopes, 97 Alto Barroca 93134-328 Ferreira / AM",62,218884.27,Aprovada
1909,247,"1997-11-22","Aeroporto Lopes, 97 Alto Barroca 93134-328 Ferreira / AM",62,218884.27,Aprovada
1909,247,"1997-11-22","Aeroporto Lopes, 97 Alto Barroca 93134-328 Ferreira / AM",62,218884.27,Aprovada
37,257,"1945-05-14","Trevo Ana Julia Castro, 3 Alto Barroca 95616-181 da Cunha do Galho / TO",63,168604.77,Aprovada
37,257,"1945-05-14","Trevo Ana Julia Castro, 3 Alto Barroca 95616-181 da Cunha do Galho / TO",63,168604.77,Aprovada
37,257,"1945-05-14","Trevo Ana Julia Castro, 3 Alto Barroca 95616-181 da Cunha do Galho / TO",63,168604.77,Aprovada
217,877,"1944-05-28","Distrito Duarte, 27 Vila Betânia 12196-782 Barbosa de Nunes / AM",63,8370.54,Aprovada
217,877,"1944-05-28","Distrito Duarte, 27 Vila Betânia 12196-782 Barbosa de Nunes / AM",63,8370.54,Aprovada
217,877,"1944-05-28","Distrito Duarte, 27 Vila Betânia 12196-782 Barbosa de Nunes / AM",63,8370.54,Aprovada
286,729,"1956-08-05","Avenida Luna Correia, 67 Outro 07065604 Correia / SP",63,198967.84,Aprovada
286,729,"1956-08-05","Avenida Luna Correia, 67 Outro 07065604 Correia / SP",63,198967.84,Aprovada
286,729,"1956-08-05","Avenida Luna Correia, 67 Outro 07065604 Correia / SP",63,198967.84,Aprovada
391,84,"1976-05-13","Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",63,227385.11,Aprovada
391,84,"1976-05-13","Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",63,227385.11,Aprovada
391,84,"1976-05-13","Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",63,227385.11,Aprovada
392,144,"1968-07-31","Distrito Julia Nogueira, 72 Conjunto Capitão Eduardo 05771549 Jesus / AL",63,194510.23,Aprovada
392,144,"1968-07-31","Distrito Julia Nogueira, 72 Conjunto Capitão Eduardo 05771549 Jesus / AL",63,194510.23,Aprovada
392,144,"1968-07-31","Distrito Julia Nogueira, 72 Conjunto Capitão Eduardo 05771549 Jesus / AL",63,194510.23,Aprovada
556,822,"1952-07-29",Recanto Enzo Gabriel da Luz Vila São Francisco 39509-701 Melo / AM,63,109363.08,Aprovada
556,822,"1952-07-29",Recanto Enzo Gabriel da Luz Vila São Francisco 39509-701 Melo / AM,63,109363.08,Aprovada
556,822,"1952-07-29",Recanto Enzo Gabriel da Luz Vila São Francisco 39509-701 Melo / AM,63,109363.08,Aprovada
560,565,"1948-09-28","Passarela de Monteiro, 25 Vila Antena 50344904 Almeida / TO",63,233674.69,Aprovada
560,565,"1948-09-28","Passarela de Monteiro, 25 Vila Antena 50344904 Almeida / TO",63,233674.69,Aprovada
560,565,"1948-09-28","Passarela de Monteiro, 25 Vila Antena 50344904 Almeida / TO",63,233674.69,Aprovada
937,412,"1973-06-10",Área de da Rosa Santa Cruz 83177213 Gonçalves de Mendes / RR,63,178225.38,Aprovada
937,412,"1973-06-10",Área de da Rosa Santa Cruz 83177213 Gonçalves de Mendes / RR,63,178225.38,Aprovada
937,412,"1973-06-10",Área de da Rosa Santa Cruz 83177213 Gonçalves de Mendes / RR,63,178225.38,Aprovada
986,111,"1956-01-17","Estrada Ana Sophia da Cruz, 739 Marçola 46229-871 Monteiro / RO",63,70673.34,Aprovada
986,111,"1956-01-17","Estrada Ana Sophia da Cruz, 739 Marçola 46229-871 Monteiro / RO",63,70673.34,Aprovada
986,111,"1956-01-17","Estrada Ana Sophia da Cruz, 739 Marçola 46229-871 Monteiro / RO",63,70673.34,Aprovada
1458,667,"1988-01-23","Trecho Luigi Cavalcanti, 59 Vila Pilar 16218326 Pinto / PR",63,195648.44,Aprovada
1458,667,"1988-01-23","Trecho Luigi Cavalcanti, 59 Vila Pilar 16218326 Pinto / PR",63,195648.44,Aprovada
1458,667,"1988-01-23","Trecho Luigi Cavalcanti, 59 Vila Pilar 16218326 Pinto / PR",63,195648.44,Aprovada
1753,714,"1955-07-05","Campo Moreira, 3 Miramar 27396-756 Correia / BA",63,79170.55,Aprovada
1753,714,"1955-07-05","Campo Moreira, 3 Miramar 27396-756 Correia / BA",63,79170.55,Aprovada
1753,714,"1955-07-05","Campo Moreira, 3 Miramar 27396-756 Correia / BA",63,79170.55,Aprovada
67,572,"1961-12-22","Travessa Elisa Lopes, 37 Vila Nova Gameleira 1ª Seção 80920585 da Paz / MT",64,112216.04,Aprovada
67,572,"1961-12-22","Travessa Elisa Lopes, 37 Vila Nova Gameleira 1ª Seção 80920585 da Paz / MT",64,112216.04,Aprovada
67,572,"1961-12-22","Travessa Elisa Lopes, 37 Vila Nova Gameleira 1ª Seção 80920585 da Paz / MT",64,112216.04,Aprovada
852,820,"1979-02-22","Rua Mendes, 275 Inconfidência 75773-173 Moraes / MS",64,205114.45,Aprovada
852,820,"1979-02-22","Rua Mendes, 275 Inconfidência 75773-173 Moraes / MS",64,205114.45,Aprovada
852,820,"1979-02-22","Rua Mendes, 275 Inconfidência 75773-173 Moraes / MS",64,205114.45,Aprovada
1125,245,"1994-02-19","Campo Vinicius da Cruz, 6 Varzea Da Palma 60132623 Rodrigues / RR",64,58728.52,Aprovada
1125,245,"1994-02-19","Campo Vinicius da Cruz, 6 Varzea Da Palma 60132623 Rodrigues / RR",64,58728.52,Aprovada
1125,245,"1994-02-19","Campo Vinicius da Cruz, 6 Varzea Da Palma 60132623 Rodrigues / RR",64,58728.52,Aprovada
1274,604,"1986-09-01","Vereda Oliveira, 56 Santa Rita De Cássia 72625-217 Pinto / SC",64,62283.27,Aprovada
1274,604,"1986-09-01","Vereda Oliveira, 56 Santa Rita De Cássia 72625-217 Pinto / SC",64,62283.27,Aprovada
1274,604,"1986-09-01","Vereda Oliveira, 56 Santa Rita De Cássia 72625-217 Pinto / SC",64,62283.27,Aprovada
249,718,"1990-11-21","Rua de da Conceição, 43 Marieta 1ª Seção 91451-022 Ribeiro da Prata / AP",65,178789.66,Aprovada
249,718,"1990-11-21","Rua de da Conceição, 43 Marieta 1ª Seção 91451-022 Ribeiro da Prata / AP",65,178789.66,Aprovada
249,718,"1990-11-21","Rua de da Conceição, 43 Marieta 1ª Seção 91451-022 Ribeiro da Prata / AP",65,178789.66,Aprovada
310,207,"1954-05-18","Distrito Rebeca Fogaça, 78 Savassi 67766103 Almeida de Goiás / RJ",65,234992.19,Aprovada
310,207,"1954-05-18","Distrito Rebeca Fogaça, 78 Savassi 67766103 Almeida de Goiás / RJ",65,234992.19,Aprovada
310,207,"1954-05-18","Distrito Rebeca Fogaça, 78 Savassi 67766103 Almeida de Goiás / RJ",65,234992.19,Aprovada
369,592,"1979-11-24",Conjunto Erick da Cunha Xangri-Lá 91522-348 Costa / AP,65,246291.64,Aprovada
369,592,"1979-11-24",Conjunto Erick da Cunha Xangri-Lá 91522-348 Costa / AP,65,246291.64,Aprovada
369,592,"1979-11-24",Conjunto Erick da Cunha Xangri-Lá 91522-348 Costa / AP,65,246291.64,Aprovada
436,5,"1994-03-04","Lago de Moraes, 592 Mirtes 10935-233 Nascimento de Peixoto / AL",65,211631.9,Aprovada
436,5,"1994-03-04","Lago de Moraes, 592 Mirtes 10935-233 Nascimento de Peixoto / AL",65,211631.9,Aprovada
436,5,"1994-03-04","Lago de Moraes, 592 Mirtes 10935-233 Nascimento de Peixoto / AL",65,211631.9,Aprovada
840,714,"1955-07-05","Campo Moreira, 3 Miramar 27396-756 Correia / BA",65,198747.2,Aprovada
840,714,"1955-07-05","Campo Moreira, 3 Miramar 27396-756 Correia / BA",65,198747.2,Aprovada
840,714,"1955-07-05","Campo Moreira, 3 Miramar 27396-756 Correia / BA",65,198747.2,Aprovada
1122,304,"1970-12-12","Lago de Aragão, 95 Vila São Dimas 49739-793 Cardoso de Cardoso / GO",65,146408.9,Aprovada
1122,304,"1970-12-12","Lago de Aragão, 95 Vila São Dimas 49739-793 Cardoso de Cardoso / GO",65,146408.9,Aprovada
1122,304,"1970-12-12","Lago de Aragão, 95 Vila São Dimas 49739-793 Cardoso de Cardoso / GO",65,146408.9,Aprovada
1215,682,"1950-06-17","Aeroporto Lorena Souza, 5 Santa Isabel 27905-727 Viana Paulista / PR",65,46434.71,Aprovada
1215,682,"1950-06-17","Aeroporto Lorena Souza, 5 Santa Isabel 27905-727 Viana Paulista / PR",65,46434.71,Aprovada
1215,682,"1950-06-17","Aeroporto Lorena Souza, 5 Santa Isabel 27905-727 Viana Paulista / PR",65,46434.71,Aprovada
1580,684,"1987-07-12","Parque Teixeira, 91 Lourdes 39343662 das Neves do Galho / SP",65,95137.69,Aprovada
1580,684,"1987-07-12","Parque Teixeira, 91 Lourdes 39343662 das Neves do Galho / SP",65,95137.69,Aprovada
1580,684,"1987-07-12","Parque Teixeira, 91 Lourdes 39343662 das Neves do Galho / SP",65,95137.69,Aprovada
1621,276,"1990-02-15",Estação de Oliveira Gutierrez 96932657 da Cunha / PR,65,63723.7,Aprovada
1621,276,"1990-02-15",Estação de Oliveira Gutierrez 96932657 da Cunha / PR,65,63723.7,Aprovada
1621,276,"1990-02-15",Estação de Oliveira Gutierrez 96932657 da Cunha / PR,65,63723.7,Aprovada
1703,754,"1969-01-03","Loteamento Nunes, 1 Madre Gertrudes 69306319 Aragão Alegre / GO",65,66409.58,Aprovada
1703,754,"1969-01-03","Loteamento Nunes, 1 Madre Gertrudes 69306319 Aragão Alegre / GO",65,66409.58,Aprovada
1703,754,"1969-01-03","Loteamento Nunes, 1 Madre Gertrudes 69306319 Aragão Alegre / GO",65,66409.58,Aprovada
1769,160,"1989-10-26","Lagoa de Sales, 67 Solar Do Barreiro 11113-671 Aragão de Viana / CE",65,11999.1,Aprovada
1769,160,"1989-10-26","Lagoa de Sales, 67 Solar Do Barreiro 11113-671 Aragão de Viana / CE",65,11999.1,Aprovada
1769,160,"1989-10-26","Lagoa de Sales, 67 Solar Do Barreiro 11113-671 Aragão de Viana / CE",65,11999.1,Aprovada
228,656,"1963-01-13","Condomínio Luna Castro, 57 Vila Formosa 96423-311 Rezende de Minas / SP",66,225788.14,Aprovada
228,656,"1963-01-13","Condomínio Luna Castro, 57 Vila Formosa 96423-311 Rezende de Minas / SP",66,225788.14,Aprovada
228,656,"1963-01-13","Condomínio Luna Castro, 57 Vila Formosa 96423-311 Rezende de Minas / SP",66,225788.14,Aprovada
386,582,"1969-07-16","Residencial de Ribeiro, 10 Vila Da Luz 07602-791 Costela da Serra / BA",66,140307.84,Aprovada
386,582,"1969-07-16","Residencial de Ribeiro, 10 Vila Da Luz 07602-791 Costela da Serra / BA",66,140307.84,Aprovada
386,582,"1969-07-16","Residencial de Ribeiro, 10 Vila Da Luz 07602-791 Costela da Serra / BA",66,140307.84,Aprovada
838,639,"1949-04-17","Pátio Barbosa, 69 Alto Caiçaras 70280755 Almeida Alegre / PB",66,210754.4,Aprovada
838,639,"1949-04-17","Pátio Barbosa, 69 Alto Caiçaras 70280755 Almeida Alegre / PB",66,210754.4,Aprovada
838,639,"1949-04-17","Pátio Barbosa, 69 Alto Caiçaras 70280755 Almeida Alegre / PB",66,210754.4,Aprovada
902,766,"1974-05-01","Área de da Rosa, 58 Estrela Do Oriente 08916-900 Fernandes do Campo / AM",66,205172.17,Aprovada
902,766,"1974-05-01","Área de da Rosa, 58 Estrela Do Oriente 08916-900 Fernandes do Campo / AM",66,205172.17,Aprovada
902,766,"1974-05-01","Área de da Rosa, 58 Estrela Do Oriente 08916-900 Fernandes do Campo / AM",66,205172.17,Aprovada
1304,651,"1990-02-08","Condomínio Maria Julia Santos, 808 Jardinópolis 75099253 Peixoto de Minas / CE",66,217589.45,Aprovada
1304,651,"1990-02-08","Condomínio Maria Julia Santos, 808 Jardinópolis 75099253 Peixoto de Minas / CE",66,217589.45,Aprovada
1304,651,"1990-02-08","Condomínio Maria Julia Santos, 808 Jardinópolis 75099253 Peixoto de Minas / CE",66,217589.45,Aprovada
1513,788,"1954-01-02","Condomínio de Duarte, 4 Alta Tensão 2ª Seção 90644-133 Pereira / PA",66,227660.97,Aprovada
1513,788,"1954-01-02","Condomínio de Duarte, 4 Alta Tensão 2ª Seção 90644-133 Pereira / PA",66,227660.97,Aprovada
1513,788,"1954-01-02","Condomínio de Duarte, 4 Alta Tensão 2ª Seção 90644-133 Pereira / PA",66,227660.97,Aprovada
1613,84,"1976-05-13","Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",66,27473.95,Aprovada
1613,84,"1976-05-13","Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",66,27473.95,Aprovada
1613,84,"1976-05-13","Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",66,27473.95,Aprovada
173,664,"1975-06-12","Distrito Ferreira, 19 São Luiz 77702611 Nascimento do Norte / RS",67,10584.1,Aprovada
173,664,"1975-06-12","Distrito Ferreira, 19 São Luiz 77702611 Nascimento do Norte / RS",67,10584.1,Aprovada
173,664,"1975-06-12","Distrito Ferreira, 19 São Luiz 77702611 Nascimento do Norte / RS",67,10584.1,Aprovada
185,640,"1953-09-28","Lagoa Duarte, 3 Granja De Freitas 99584-579 Lopes das Pedras / AM",67,142054.12,Aprovada
185,640,"1953-09-28","Lagoa Duarte, 3 Granja De Freitas 99584-579 Lopes das Pedras / AM",67,142054.12,Aprovada
185,640,"1953-09-28","Lagoa Duarte, 3 Granja De Freitas 99584-579 Lopes das Pedras / AM",67,142054.12,Aprovada
1472,870,"1998-11-04","Praia de Pires, 90 Vale Do Jatoba 32283688 Azevedo / GO",67,56689.92,Aprovada
1472,870,"1998-11-04","Praia de Pires, 90 Vale Do Jatoba 32283688 Azevedo / GO",67,56689.92,Aprovada
1472,870,"1998-11-04","Praia de Pires, 90 Vale Do Jatoba 32283688 Azevedo / GO",67,56689.92,Aprovada
246,247,"1997-11-22","Aeroporto Lopes, 97 Alto Barroca 93134-328 Ferreira / AM",68,32209.2,Aprovada
246,247,"1997-11-22","Aeroporto Lopes, 97 Alto Barroca 93134-328 Ferreira / AM",68,32209.2,Aprovada
246,247,"1997-11-22","Aeroporto Lopes, 97 Alto Barroca 93134-328 Ferreira / AM",68,32209.2,Aprovada
253,811,"1972-11-13","Estrada Nicole Moraes, 36 Vila Petropolis 83982453 Alves / TO",68,113289.3,Aprovada
253,811,"1972-11-13","Estrada Nicole Moraes, 36 Vila Petropolis 83982453 Alves / TO",68,113289.3,Aprovada
253,811,"1972-11-13","Estrada Nicole Moraes, 36 Vila Petropolis 83982453 Alves / TO",68,113289.3,Aprovada
754,436,"1972-04-01","Conjunto Pedro Miguel das Neves, 44 Boa Esperança 05815884 Pereira / RJ",68,22282.19,Aprovada
754,436,"1972-04-01","Conjunto Pedro Miguel das Neves, 44 Boa Esperança 05815884 Pereira / RJ",68,22282.19,Aprovada
754,436,"1972-04-01","Conjunto Pedro Miguel das Neves, 44 Boa Esperança 05815884 Pereira / RJ",68,22282.19,Aprovada
822,453,"1988-11-28","Viaduto Bruno Dias, 68 Mariquinhas 02965-100 Rezende / GO",68,148003.73,Aprovada
822,453,"1988-11-28","Viaduto Bruno Dias, 68 Mariquinhas 02965-100 Rezende / GO",68,148003.73,Aprovada
822,453,"1988-11-28","Viaduto Bruno Dias, 68 Mariquinhas 02965-100 Rezende / GO",68,148003.73,Aprovada
1430,497,"1946-11-14","Campo Melissa da Costa, 49 Outro 82415-948 Santos da Mata / RR",68,108336.83,Aprovada
1430,497,"1946-11-14","Campo Melissa da Costa, 49 Outro 82415-948 Santos da Mata / RR",68,108336.83,Aprovada
1430,497,"1946-11-14","Campo Melissa da Costa, 49 Outro 82415-948 Santos da Mata / RR",68,108336.83,Aprovada
24,924,"1988-07-08",Trecho Daniel Freitas Vila Dos Anjos 03780697 Nascimento / PB,69,76889.12,Aprovada
24,924,"1988-07-08",Trecho Daniel Freitas Vila Dos Anjos 03780697 Nascimento / PB,69,76889.12,Aprovada
24,924,"1988-07-08",Trecho Daniel Freitas Vila Dos Anjos 03780697 Nascimento / PB,69,76889.12,Aprovada
763,503,"1969-01-27",Conjunto Ramos São Sebastião 39944-896 Sales da Prata / PE,69,120050.1,Aprovada
763,503,"1969-01-27",Conjunto Ramos São Sebastião 39944-896 Sales da Prata / PE,69,120050.1,Aprovada
763,503,"1969-01-27",Conjunto Ramos São Sebastião 39944-896 Sales da Prata / PE,69,120050.1,Aprovada
1043,498,"1968-07-18","Viela Guilherme Peixoto, 460 Vila Atila De Paiva 54579081 Oliveira / PE",69,237688.64,Aprovada
1043,498,"1968-07-18","Viela Guilherme Peixoto, 460 Vila Atila De Paiva 54579081 Oliveira / PE",69,237688.64,Aprovada
1043,498,"1968-07-18","Viela Guilherme Peixoto, 460 Vila Atila De Paiva 54579081 Oliveira / PE",69,237688.64,Aprovada
1630,267,"1983-10-20","Via de Cardoso, 769 Palmares 58160221 Nascimento / PR",69,227988.55,Aprovada
1630,267,"1983-10-20","Via de Cardoso, 769 Palmares 58160221 Nascimento / PR",69,227988.55,Aprovada
1630,267,"1983-10-20","Via de Cardoso, 769 Palmares 58160221 Nascimento / PR",69,227988.55,Aprovada
1647,555,"1955-06-14","Alameda de Silva, 5 Tirol 97876009 Duarte / TO",69,171688.88,Aprovada
1647,555,"1955-06-14","Alameda de Silva, 5 Tirol 97876009 Duarte / TO",69,171688.88,Aprovada
1647,555,"1955-06-14","Alameda de Silva, 5 Tirol 97876009 Duarte / TO",69,171688.88,Aprovada
1933,300,"1981-02-25","Setor de Viana, 972 Padre Eustáquio 88598-612 Ribeiro de Goiás / PA",69,82370.13,Aprovada
1933,300,"1981-02-25","Setor de Viana, 972 Padre Eustáquio 88598-612 Ribeiro de Goiás / PA",69,82370.13,Aprovada
1933,300,"1981-02-25","Setor de Viana, 972 Padre Eustáquio 88598-612 Ribeiro de Goiás / PA",69,82370.13,Aprovada
